id,sex,num_timesinarena,coveredy_n,sequence_id,sequence_num,state
47.5,F,1,Y,1,67,TA
47.5,F,1,Y,1,68,TA
47.5,F,1,Y,1,69,J
47.5,F,1,Y,1,70,TA
11.3,F,2,N,1,1,J
11.3,F,2,N,1,2,J
11.3,F,2,N,1,3,J
11.3,F,2,N,1,4,R
11.3,F,2,N,1,5,J
11.3,F,2,N,1,6,S
11.3,F,2,N,1,7,P
11.3,F,2,N,1,8,S
11.3,F,2,N,1,9,S
11.3,F,2,N,1,10,CM
11.3,F,2,N,1,11,S
11.3,F,2,N,1,12,CM
11.3,F,2,N,1,13,S
11.3,F,2,N,1,14,R
11.3,F,2,N,1,15,P
11.3,F,2,N,1,16,TO
11.3,F,2,N,1,17,TA
11.3,F,2,N,1,18,S
11.3,F,2,N,1,19,TA
11.3,F,2,N,1,20,TA
11.3,F,2,N,1,21,CM
11.3,F,2,N,1,22,S
11.3,F,2,N,1,23,R
11.3,F,2,N,1,24,P
11.3,F,2,N,1,25,TA
11.3,F,2,N,1,26,S
11.3,F,2,N,1,27,S
11.3,F,2,N,1,28,S
11.3,F,2,N,1,29,S
11.3,F,2,N,1,30,CM
11.3,F,2,N,1,31,P
11.3,F,2,N,1,32,TO
11.3,F,2,N,1,33,S
11.3,F,2,N,1,34,R
11.3,F,2,N,1,35,P
11.3,F,2,N,1,36,TO
11.3,F,2,N,1,37,TA
11.3,F,2,N,1,38,TA
11.3,F,2,N,1,39,TA
11.3,F,2,N,1,40,S
11.3,F,2,N,1,41,J
11.3,F,2,N,1,42,CM
11.3,F,2,N,1,43,TA
11.3,F,2,N,1,44,S
11.3,F,2,N,1,45,TA
11.3,F,2,N,1,46,S
11.3,F,2,N,1,47,S
11.3,F,2,N,1,48,CM
11.3,F,2,N,1,49,S
11.3,F,2,N,1,50,CM
11.3,F,2,N,1,51,S
11.3,F,2,N,1,52,R
11.3,F,2,N,1,53,S
11.3,F,2,N,1,54,R
11.3,F,2,N,1,55,TA
11.3,F,2,N,1,56,TA
11.3,F,2,N,1,57,CM
11.3,F,2,N,1,58,S
11.3,F,2,N,1,59,S
11.3,F,2,N,1,60,S
11.3,F,2,N,1,61,J
11.3,F,2,N,1,62,CM
11.3,F,2,N,1,63,P
11.3,F,2,N,1,64,S
11.3,F,2,N,1,65,R
11.3,F,2,N,1,66,S
11.3,F,2,N,1,67,P
18.1,F,1,Y,1,1,J
18.1,F,1,Y,1,2,J
18.1,F,1,Y,1,3,TA
18.1,F,1,Y,1,4,TA
18.1,F,1,Y,1,5,J
18.1,F,1,Y,1,6,J
18.1,F,1,Y,1,7,TA
18.1,F,1,Y,1,8,J
18.1,F,1,Y,1,9,S
18.1,F,1,Y,1,10,S
18.1,F,1,Y,1,11,S
18.1,F,1,Y,1,12,J
18.1,F,1,Y,1,13,TA
18.1,F,1,Y,1,14,S
18.1,F,1,Y,1,15,S
18.1,F,1,Y,1,16,S
18.1,F,1,Y,1,17,S
18.1,F,1,Y,1,18,S
18.1,F,1,Y,1,19,S
18.1,F,1,Y,1,20,S
18.1,F,1,Y,1,21,S
18.1,F,1,Y,1,22,RM
18.1,F,1,Y,1,23,R
18.1,F,1,Y,1,24,R
18.1,F,1,Y,1,25,J
18.1,F,1,Y,1,26,J
18.1,F,1,Y,1,27,J
18.1,F,1,Y,1,28,J
18.1,F,1,Y,1,29,J
18.1,F,1,Y,1,30,TO
18.1,F,1,Y,1,31,J
18.1,F,1,Y,1,32,J
18.1,F,1,Y,1,33,J
18.1,F,1,Y,1,34,J
18.1,F,1,Y,1,35,J
18.1,F,1,Y,1,36,J
18.1,F,1,Y,1,37,J
18.1,F,1,Y,1,38,RM
18.1,F,1,Y,1,39,J
18.1,F,1,Y,1,40,RM
18.1,F,1,Y,1,41,J
18.1,F,1,Y,1,42,R
18.1,F,1,Y,1,43,P
18.1,F,1,Y,1,44,J
18.1,F,1,Y,1,45,R
18.1,F,1,Y,1,46,R
1.5,M,2,Y,2,1,J
1.5,M,2,Y,2,2,TA
1.5,M,2,Y,2,3,S
1.5,M,2,Y,2,4,S
1.5,M,2,Y,2,5,J
1.5,M,2,Y,2,6,S
1.5,M,2,Y,2,7,R
1.5,M,2,Y,2,8,J
1.5,M,2,Y,2,9,J
1.5,M,2,Y,2,10,S
1.5,M,2,Y,2,11,J
1.5,M,2,Y,2,12,J
1.5,M,2,Y,2,13,R
1.5,M,2,Y,2,14,J
1.5,M,2,Y,2,15,J
1.5,M,2,Y,2,16,RM
1.5,M,2,Y,2,17,J
1.5,M,2,Y,2,18,TA
1.5,M,2,Y,2,19,S
1.5,M,2,Y,2,20,S
1.5,M,2,Y,2,21,S
1.5,M,2,Y,2,22,RM
1.5,M,2,Y,2,23,S
1.5,M,2,Y,2,24,S
1.5,M,2,Y,2,25,S
1.5,M,2,Y,2,26,J
1.5,M,2,Y,2,27,J
1.5,M,2,Y,2,28,RM
1.5,M,2,Y,2,29,S
1.5,M,2,Y,2,30,S
1.5,M,2,Y,2,31,S
1.5,M,2,Y,2,32,S
1.5,M,2,Y,2,33,S
1.5,M,2,Y,2,34,S
1.5,M,2,Y,2,35,S
1.5,M,2,Y,2,36,S
1.5,M,2,Y,2,37,RM
1.5,M,2,Y,2,38,R
1.5,M,2,Y,2,39,P
1.5,M,2,Y,2,40,J
1.5,M,2,Y,2,41,TO
1.5,M,2,Y,2,42,S
1.5,M,2,Y,2,43,R
6.4,F,2,Y,2,1,J
6.4,F,2,Y,2,2,J
6.4,F,2,Y,2,3,TO
6.4,F,2,Y,2,4,J
6.4,F,2,Y,2,5,CM
6.4,F,2,Y,2,6,J
6.4,F,2,Y,2,7,TO
6.4,F,2,Y,2,8,CM
6.4,F,2,Y,2,9,J
6.4,F,2,Y,2,10,TO
6.4,F,2,Y,2,11,TA
6.4,F,2,Y,2,12,CM
6.4,F,2,Y,2,13,TA
6.4,F,2,Y,2,14,TA
6.4,F,2,Y,2,15,TA
6.4,F,2,Y,2,16,TA
6.4,F,2,Y,2,17,TA
6.4,F,2,Y,2,18,S
6.4,F,2,Y,2,19,RM
6.4,F,2,Y,2,20,S
6.4,F,2,Y,2,21,TA
6.4,F,2,Y,2,22,J
6.4,F,2,Y,2,23,TA
6.4,F,2,Y,2,24,TA
6.4,F,2,Y,2,25,J
6.4,F,2,Y,2,26,TA
6.4,F,2,Y,2,27,S
6.4,F,2,Y,2,28,RM
6.4,F,2,Y,2,29,S
6.4,F,2,Y,2,30,S
6.4,F,2,Y,2,31,S
6.4,F,2,Y,2,32,RM
6.4,F,2,Y,2,33,J
6.4,F,2,Y,2,34,TA
6.4,F,2,Y,2,35,TA
6.4,F,2,Y,2,36,J
6.4,F,2,Y,2,37,TA
6.4,F,2,Y,2,38,TA
6.4,F,2,Y,2,39,S
6.4,F,2,Y,2,40,S
6.4,F,2,Y,2,41,RM
6.4,F,2,Y,2,42,R
16.2,F,2,N,2,1,J
16.2,F,2,N,2,2,J
16.2,F,2,N,2,3,J
16.2,F,2,N,2,4,J
16.2,F,2,N,2,5,J
